"code_ogr","code_tete_rgpmt","libelle_activite","libelle_activite_impression","code_type_activite","libelle_type_activite","code_type_item_activite","libelle_type_item_activite","statut"
"107658","","Informer le patient/résident sur les modalités de séjour dans le service (installation en chambre, horaires de visite, ...), le mode d''intervention à domicile","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107659","","Surveiller l''état général du patient/résident, lui distribuer les médicaments et informer l''infirmier des manifestations anormales ou des risques de chutes, escarres, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107660","","Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l''infirmier","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107661","","Réaliser des soins d''hygiène corporelle, de confort et de prévention","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107662","","Accompagner la personne dans les gestes de la vie quotidienne","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107663","","Distribuer les repas et collations au patient/résident selon les besoins ou la prescription médicale","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107664","","Réceptionner et distribuer le linge propre et procéder au tri du linge sale du service, du patient/résident","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107697","","Vérifier le fonctionnement des appareils biomédicaux et de surveillance (défibrillateur, monitoring cardio-respiratoire, matériel de ventilation, ...) et informer lors de dysfonctionnement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107698","","Préparer le site d''anesthésie selon le programme opératoire et les besoins du patient","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107699","","Vérifier les conditions de l''intervention lors de l''accueil du patient au bloc opératoire et le préparer","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107700","","Préparer les produits anesthésiques selon les indications du médecin anesthésiste réanimateur, lui apporter une assistance technique et surveiller l''état du patient","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107701","","S''occuper du patient après l''intervention, le transférer en salle de surveillance et échanger des informations avec l''équipe soignante","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107702","","Surveiller le patient en phase de réveil et adapter le traitement selon les besoins","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107703","","Renseigner les documents techniques lors d''une intervention chirurgicale et les transmettre à l''interlocuteur concerné","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107712","","Intervenir dans un service d''obstétrique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107714","","Préparer la table d''instrumentation médico-chirurgicale selon le programme opératoire","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107715","","Assister le praticien en lui présentant les instruments, réaliser les soins infirmiers et répertorier les instruments en fin d''intervention","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107716","","Répartir les instruments et les dispositifs médicaux selon le mode de traitement par stérilisation ou par destruction et procéder à la remise en conformité du site opératoire","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107722","","Pratiquer des examens endoscopiques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107723","","Pratiquer un Prélèvement Multi Organes (PMO)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107724","","Déterminer le nombre de visites médicales, le type d''actions de prévention selon le public (élèves, salariés, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107726","","Réaliser les tests de contrôle/dépistage, actualiser le dossier de santé de la personne et transmettre les données au médecin de prévention","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107727","","Réaliser les soins infirmiers ou organiser la prise en charge extérieure de la personne (appel services d''urgence, contact famille, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107729","","Concevoir et mettre en place les actions de prévention et d''éducation à la santé","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107731","","Intervenir en cellule de crise/écoute","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107733","","Relever des mesures","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107736","","Cerner l''état du patient (clinique, psychologique) et consigner les informations recueillies dans le dossier médical","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107737","","Organiser le plan de soins infirmiers selon les besoins des patients et préparer le chariot de soins ou la trousse médicale","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107738","","Réaliser les soins infirmiers, communiquer avec le patient (ressenti, douleur, ...) et actualiser le dossier de soins infirmiers (incidents, modifications d''état clinique, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107739","","Surveiller l''état clinique du patient (constantes, fonctions d''élimination, comportement, ...) et informer l''équipe soignante/médicale sur l''évolution de l''état clinique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107740","","Réaliser ou contrôler les soins d''hygiène, de confort et apporter une aide au patient (lever, marche, soins post opératoires...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107744","","Pratiquer une collecte de sang","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107745","","Pratiquer une hémodialyse","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107746","","Pratiquer des prélèvements sanguins et bactériologiques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107747","","Pratiquer des prises en charge de la douleur","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107749","","Pratiquer des soins aux personnes âgées","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107750","","Pratiquer des soins palliatifs","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107751","","Pratiquer des actions de stérilisation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107752","","Pratiquer un suivi en stomatothérapie","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107753","","Pratiquer une transplantation d''organes","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107758","","Recueillir les informations sur l''environnement de vie et l''état de santé de l''enfant","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107759","","Informer l''enfant sur le fonctionnement du service, de la structure ou sur les types de soins réalisés, la durée d''hospitalisation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107760","","Surveiller l''évolution de l''enfant, repérer des modifications de l''état de santé ou des situations à risque et informer les parents, l''équipe soignante ou les services sociaux","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107761","","Accompagner l''enfant dans la réalisation des gestes de la vie quotidienne","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107762","","Réaliser des actions d''éducation à la santé auprès des parents ou de professionnels de la petite enfance","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107769","","Vérifier le consentement des participants, leur motivation lors de la mise en place de la médiation et les informer sur les modalités d''intervention","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107770","","Etablir le contrat de médiation avec le couple, la famille","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107771","","Organiser les rencontres et favoriser les conditions de dialogue entre les participants","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107773","","Suivre le couple ou la famille et apporter un appui à la formalisation du projet d''entente conjugal ou familial","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107788","","Intervenir dans le cadre d''une sauvegarde de justice","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107792","","Identifier la demande de la personne, cerner son environnement et l''informer sur la prestation (techniques, objectifs, coût, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107793","","Proposer des conseils en matière de bien-être et d''hygiène de vie","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107810","","Coacher des salariés","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107811","","Coacher des sportifs professionnels","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107814","","Cerner l''environnement familial, social de la personne et identifier la nature des difficultés (troubles fonctionnels, de la personnalité, de l''apprentissage)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107815","","Déterminer le besoin en accompagnement psychologique, arrêter les modalités avec la personne ou l''orienter vers un médecin, service social, personnel paramédical","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107816","","Accompagner la personne, suivre l''avancement du travail psychologique (points de vigilance, axes de progrès) et proposer des ajustements","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107821","","Mener des actions d''accueil et d''écoute téléphonique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107822","","Mener des actions d''expertise judiciaire","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107823","","Participer à une cellule de soutien psychologique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107834","","Analyser la situation et les besoins de la personne","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107840","","Accompagner des salariés en entreprise","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107841","","Mener des enquêtes sociales sur requête judiciaire","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107848","","Organiser les activités ludiques, éducatives et accompagner les enfants pendant les activités","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107850","","Observer l''évolution des enfants, repérer des difficultés et échanger des informations avec l''équipe et les parents","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107851","","Conseiller et sensibiliser les parents et les professionnels de la petite enfance sur l''éducation et la prévention des risques de maltraitance, d''illettrisme, les risques domestiques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107856","","Réaliser le suivi professionnel de la personne en situation de travail et lui proposer des axes d''évolution ou d''orientation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107872","","Organiser les modalités d''intervention de médiation sociale (lieux, stratégie d''action, consignes, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107873","","Veiller sur l''environnement de la zone d''affectation (quartiers, lignes de bus, centres commerciaux, sorties d''école, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107874","","Etablir des contacts avec la population locale de la zone d''affectation et promouvoir les initiatives de réunions de concertation ou de consultation, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107876","","Identifier les motifs de tension, les dysfonctionnements, les dégradations, les risques de conflit","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107881","","Intervenir en transport en commun","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107882","","Intervenir dans un quartier","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107883","","Intervenir en habitat collectif","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107884","","Intervenir dans le cadre d''un centre commercial","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107885","","Intervenir en établissement de soins","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107886","","Intervenir en établissement scolaire","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107887","","Conseiller et sensibiliser des publics de jeunes, de parents, de migrants sur les thèmes du droit des femmes, de la citoyenneté, du logement, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107894","","Recenser les données sur le territoire (spécificités culturelles, centres d''intérêt, ...) et déterminer les axes d''intervention socioculturelle","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107896","","Réaliser les actions socioculturelles et en effectuer le suivi","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107898","","Organiser et animer des séances d''échanges avec le public ou de prévention sur la citoyenneté, la santé, l''endettement, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107904","","Organiser les activités journalières pour la personne ou le groupe, en suivre la réalisation et intervenir lors de conflits, d''incidents","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107905","","Transmettre et expliquer aux personnes les règles sociales et civiques au cours des activités de la vie quotidienne","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107906","","Informer et sensibiliser la personne ou le groupe aux thèmes de la violence, la toxicomanie, la sexualité, l''illettrisme et apporter un appui personnalisé par des conseils, du soutien","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107907","","Réaliser les démarches socioéducatives avec ou pour la personne auprès d''organismes sociaux, médicaux, employeurs, enseignants","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107908","","Suivre le projet socioéducatif avec la personne et lui proposer des axes d''adaptation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107910","","Réaliser le bilan des actions socioéducatives collectives (atteinte des objectifs, difficultés, ...) et transmettre les informations (partenaires, financeurs, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107913","","Présenter à la personne les activités d''aide ou d''éveil et définir les modalités de mise en oeuvre et d''accompagnement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107915","","Identifier les modifications de l''état de la personne et en informer l''équipe soignante","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107916","","Conseiller la personne sur des aides techniques (aides visuelles, déambulateur) ou installer le matériel (pose de barrière de protection, réglage de hauteur de table)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107917","","Echanger avec la personne sur son ressenti (mal-être, satisfaction, ...) et l''orienter vers un médecin, assistant de service social, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107920","","Réaliser pour la personne des courses, la préparation des repas, des formalités administratives, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107922","","Procurer à la personne des éléments de confort (rehaussage/réglage du fauteuil, du lit, ...), de réconfort et vérifier les éléments de sécurité, d''assistance médicale, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107923","","Suivre l''état de santé de la personne, relever les modifications de comportement, états dépressifs, ... et informer les interlocuteurs concernés (famille, médecin, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107931","","Intervenir auprès de personnes malades","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107933","","Préparer et donner un repas, une boisson à l''enfant","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107934","","Entretenir les espaces de vie et le linge de l''enfant","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107935","","Procéder à la toilette et aux soins de l''enfant","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107936","","Procurer à l''enfant des éléments de confort, de réconfort (bercement, doudou, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107937","","Animer les activités ludiques ou aider l''enfant lors d''activités d''éveil et d''apprentissage","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107938","","Observer le comportement et l''évolution de l''enfant et informer parents, familles, enseignants","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107942","","Intervenir auprès d''enfants de 3 à 6 ans","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107943","","Intervenir auprès d''enfants de 6 à 10 ans","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107944","","Intervenir auprès d''enfants de + de 10 ans","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107945","","Intervenir auprès d''enfants malades","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107946","","Intervenir auprès d''enfants maltraités","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107948","","Dépoussiérer les sols, les tapis, les meubles, les objets et aérer, désodoriser les pièces","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107953","","Informer la personne des anomalies constatées sur les mobiliers, les appareils et éventuellement y remédier","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107957","","Laver des vitres","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107961","","Réaliser ou mettre en place la prise en charge des enfants (aide aux devoirs, soins quotidiens, activités d''éveil, appui à la fonction parentale ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107964","","Réaliser le bilan des actions, proposer des axes d''amélioration à la personne et transmettre les informations aux interlocuteurs concernés","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107975","","Concevoir les orientations et les objectifs stratégiques des programmes d''action des pouvoirs publics","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107976","","Définir les objectifs et les moyens des programmes d''action des pouvoirs publics et en négocier les financements","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107977","","Décliner les programmes d''action aux niveaux régionaux, départementaux ou auprès d''établissements publics","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107978","","Contrôler et évaluer la mise en oeuvre et l''application des décisions du Gouvernement (enquête, audit, groupes de travail)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107980","","Coordonner les directions d''un Ministère ou d''une administration et répartir les activités entre les responsables de service","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107994","","Analyser les données socioéconomiques (mortalité, fécondité, pathologies) et évaluer l''activité médicale (consommation de soins, taux d''utilisation des équipements)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107996","","Procéder aux visites de contrôle et mettre en place l''organisation des soins, l''application réglementaire, les prescriptions, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107997","","Réaliser le rapport d''inspection et le transmettre aux responsables d''établissement, praticiens, instances professionnelles, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"107998","","Participer à des commissions techniques ou comités consultatifs","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108002","","Réaliser des interventions en pharmacie, biologie médicale","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108004","","Réaliser des interventions en soins vétérinaires","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108005","","S''occuper des dossiers d''addictologie (toxicomanie, alcoolisme, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108006","","S''occuper des dossiers d''hébergement social","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108007","","S''occuper des dossiers d''hospitalisation sous contrainte","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108008","","S''occuper des dossiers de prise en charge du handicap","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108009","","S''occuper des dossiers de prise en charge médicale en milieu carcéral","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108010","","S''occuper des dossiers de vieillissement de la population","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108011","","Mener des missions d''expertise internationale","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108020","","Superviser un établissement de santé de 40 à 200 lits","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108021","","Superviser un établissement de santé  de 201 à 400 lits","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108022","","Superviser un établissement de santé  de 401 à 1000 lits","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108023","","Superviser un établissement de santé de + de 1000 lits","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108030","","Réaliser un diagnostic de la situation, du contexte local ou du service en fonction de l''analyse des données économiques, démographiques, sociales, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108031","","Décliner les décisions du gouvernement, des élus en fonction du contexte et des enjeux locaux et définir des projets à mettre en oeuvre","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108033","","Développer un réseau de partenaires (autres services de l''Etat, réseau associatif, entreprises privées) et les mobiliser","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108035","","Contrôler la réalisation des actions menées et émettre des préconisations","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108037","","Intervenir pour des projets/missions de culture / évènementiel","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108039","","Intervenir pour des projets/missions de développement économique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108041","","Intervenir pour des projets/missions selon le domaine d''intervention (culture, évènementiel, développement durable, habitat, jeunesse, transport /...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108042","","Intervenir pour des projets/missions d''habitat / logement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108043","","Intervenir pour des projets/missions de jeunesse et sport","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108044","","Intervenir pour des projets/missions de politique de l''emploi et insertion","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108045","","Intervenir pour des projets/missions de programmes européens et internationaux","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108046","","Intervenir pour des projets/missions de social / médicosocial / santé","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108047","","Intervenir pour des projets/missions de transport","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108048","","Intervenir pour des projets/missions d''urbanisme","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108052","","Suivre l''évolution de la conjoncture de la circonscription ou du pays et en informer le Gouvernement et les autorités françaises","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108053","","Animer les actions et coordonner les moyens de services déconcentrés de l''Etat ou de services à l''étranger","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108054","","Etablir des accords, des conventions, des relations contractuelles au nom de l''Etat avec des collectivités locales, des associations et des partenaires locaux","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108055","","Représenter le Gouvernement lors de cérémonies officielles et d''interventions publiques (inaugurations, voeux, accueil de personnalités, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108058","","Représenter le Gouvernement sur un territoire étranger (Ambassade)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108059","","Représenter le Gouvernement sur le territoire du Département","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108060","","Représenter le Gouvernement sur le territoire de la Région","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108089","","Procéder à des visites d''inspection et de contrôle des entreprises, des institutions sanitaires et sociales et vérifier l''application de la législation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108104","","Réaliser des prestations d''expertise et de conseil en gestion budgétaire, financière et fiscale","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108128","","Enregistrer et suivre les prêts, emprunts (inscriptions, sorties, retours) des documents","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108149","","Définir le projet muséographique (évènement, exposition, acquisition, ...) et concevoir les actions de présentation et de valorisation du patrimoine et des collections","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108150","","Recenser le patrimoine, les collections et contrôler le mouvement des oeuvres (inventaire, entrées, sorties, ...)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108153","","Conseiller des chercheurs, élus, institutionnels, enseignants sur des éléments du patrimoine","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108155","","Etudier et évaluer des oeuvres, pièces, objets de collection","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108161","","Intervenir en arts et traditions populaires","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108162","","Intervenir en arts graphiques, cinématographiques, photographiques, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108163","","Intervenir en arts industriels, sciences et techniques industrielles, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108164","","Intervenir en Beaux arts, arts décoratifs, artisanat d''art, ...","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108165","","Intervenir en immobilier, bâti, architecture","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108174","","Engager l''action selon les objectifs (coercition, neutralisation, destruction, ...), les ordres et les consignes","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108176","","Assister et secourir les personnels militaires, les populations et ressortissants","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108186","","Déterminer les opérations de sécurisation ou de secours lors d''accident, de sinistres après évaluation des situations et des risques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"108188","","Contrôler le déroulement des interventions de secours, identifier les évolutions de la situation, les risques et déterminer les mesures appropriées","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
