"code_ogr","code_type_referentiel","code_pere","code_noeud","libelle_item_arbo","code_item_arbo_associe","code_type_noeud","libelle_type_noeud","statut"
"24375","6","N41","_-193","Conduite de transport de particuliers","524","3","FEUILLE","1"
"24376","6","N41","_-194","Conduite de transport en commun sur route","525","3","FEUILLE","1"
"24377","6","N41","_-195","Conduite et livraison par tournées sur courte distance","527","3","FEUILLE","1"
"24378","6","N41","_-196","Courses et livraisons express","526","3","FEUILLE","1"
"24380","6","N42","_-197","Direction d''exploitation des transports routiers de marchandises","528","3","FEUILLE","1"
"24381","6","N42","_-198","Direction d''exploitation des transports routiers de personnes","529","3","FEUILLE","1"
"24382","6","N42","_-199","Intervention technique d''exploitation des transports routiers de marchandises","530","3","FEUILLE","1"
"24383","6","N42","_-200","Intervention technique d''exploitation des transports routiers de personnes","531","3","FEUILLE","1"
"24385","6","N43","_-201","Conduite sur rails","532","3","FEUILLE","1"
"24386","6","N43","_-202","Contrôle des transports en commun","533","3","FEUILLE","1"
"24388","6","N44","_-203","Circulation du réseau ferré","534","3","FEUILLE","1"
"24389","6","N44","_-204","Exploitation et manoeuvre des remontées mécaniques","535","3","FEUILLE","1"
"24390","6","N44","_-205","Manoeuvre du réseau ferré","536","3","FEUILLE","1"
"24392","6","N31","_-206","Encadrement de la navigation maritime","517","3","FEUILLE","1"
"24393","6","N31","_-207","Equipage de la navigation maritime","518","3","FEUILLE","1"
"24394","6","N31","_-208","Navigation fluviale","519","3","FEUILLE","1"
"24396","6","N32","_-209","Exploitation des opérations portuaires et du transport maritime","520","3","FEUILLE","1"
"24397","6","N32","_-210","Exploitation du transport fluvial","521","3","FEUILLE","1"
"24398","6","N32","_-211","Manutention portuaire","522","3","FEUILLE","1"
"24401","6","M11","_-212","Achats","456","3","FEUILLE","1"
"24402","6","M11","_-213","Direction des achats","457","3","FEUILLE","1"
"24404","6","M12","_-214","Analyse et ingénierie financière","458","3","FEUILLE","1"
"24405","6","M12","_-215","Audit et contrôle comptables et financiers","459","3","FEUILLE","1"
"24406","6","M12","_-216","Comptabilité","460","3","FEUILLE","1"
"24407","6","M12","_-217","Contrôle de gestion","461","3","FEUILLE","1"
"24408","6","M12","_-218","Direction administrative et financière","462","3","FEUILLE","1"
"24409","6","M12","_-219","Management de groupe ou de service comptable","463","3","FEUILLE","1"
"24410","6","M12","_-220","Trésorerie et financement","464","3","FEUILLE","1"
"24412","6","M13","_-221","Direction de grande entreprise ou d''établissement public","465","3","FEUILLE","1"
"24413","6","M13","_-222","Direction de petite ou moyenne entreprise","466","3","FEUILLE","1"
"24415","6","M14","_-223","Études et prospectives socio-économiques","469","3","FEUILLE","1"
"24416","6","M14","_-224","Conduite d''enquêtes","467","3","FEUILLE","1"
"24417","6","M14","_-225","Conseil en organisation et management d''entreprise","468","3","FEUILLE","1"
"24418","6","M14","_-226","Management et gestion d''enquêtes","470","3","FEUILLE","1"
"24420","6","M15","_-227","Assistanat en ressources humaines","471","3","FEUILLE","1"
"24421","6","M15","_-228","Développement des ressources humaines","472","3","FEUILLE","1"
"24422","6","M15","_-229","Management des ressources humaines","473","3","FEUILLE","1"
"24424","6","M16","_-230","Accueil et renseignements","474","3","FEUILLE","1"
"24425","6","M16","_-231","Opérations administratives","475","3","FEUILLE","1"
"24426","6","M16","_-232","Distribution de documents","476","3","FEUILLE","1"
"24427","6","M16","_-233","Assistanat de direction","477","3","FEUILLE","1"
"24428","6","M16","_-234","Assistanat technique et administratif","478","3","FEUILLE","1"
"24429","6","M16","_-235","Saisie de données","479","3","FEUILLE","1"
"24430","6","M16","_-236","Secrétariat","480","3","FEUILLE","1"
"24431","6","M16","_-237","Secrétariat comptable","481","3","FEUILLE","1"
"24432","6","M16","_-238","Secrétariat et assistanat médical ou médico-social","482","3","FEUILLE","1"
"24434","6","M17","_-239","Administration des ventes","483","3","FEUILLE","1"
"24435","6","M17","_-240","Analyse de tendance","484","3","FEUILLE","1"
"24436","6","M17","_-241","Management et gestion de produit","485","3","FEUILLE","1"
"24437","6","M17","_-242","Management relation clientèle","486","3","FEUILLE","1"
"24438","6","M17","_-243","Marketing","487","3","FEUILLE","1"
"24439","6","M17","_-244","Promotion des ventes","488","3","FEUILLE","1"
"24440","6","M17","_-245","Stratégie commerciale","489","3","FEUILLE","1"
"24442","6","M18","_-246","Études et développement de réseaux de télécoms","493","3","FEUILLE","1"
"24443","6","M18","_-247","Études et développement informatique","494","3","FEUILLE","1"
"24444","6","M18","_-248","Administration de systèmes d''information","490","3","FEUILLE","1"
"24445","6","M18","_-249","Expertise et support en systèmes d''information","491","3","FEUILLE","1"
"24446","6","M18","_-250","Direction des systèmes d''information","492","3","FEUILLE","1"
"24447","6","M18","_-251","Conseil et maîtrise d''ouvrage en systèmes d''information","495","3","FEUILLE","1"
"24448","6","M18","_-252","Exploitation de systèmes de communication et de commandement","496","3","FEUILLE","1"
"24449","6","M18","_-253","Information géographique","497","3","FEUILLE","1"
"24450","6","M18","_-254","Information météorologique","498","3","FEUILLE","1"
"24451","6","M18","_-255","Production et exploitation de systèmes d''information","499","3","FEUILLE","1"
"24454","6","L11","_-256","Animation musicale et scénique","435","3","FEUILLE","1"
"24455","6","L11","_-257","Mannequinat et pose artistique","436","3","FEUILLE","1"
"24456","6","L11","_-258","Présentation de spectacles ou d''émissions","437","3","FEUILLE","1"
"24458","6","L12","_-259","Danse","438","3","FEUILLE","1"
"24459","6","L12","_-260","Musique et chant","439","3","FEUILLE","1"
"24460","6","L12","_-261","Art dramatique","440","3","FEUILLE","1"
"24461","6","L12","_-262","Arts du cirque et arts visuels","441","3","FEUILLE","1"
"24468","6","L13","_-263","Mise en scène de spectacles vivants","442","3","FEUILLE","1"
"24469","6","L13","_-264","Production et administration spectacle, cinéma et audiovisuel","443","3","FEUILLE","1"
"24470","6","L13","_-265","Promotion d''artistes et de spectacles","444","3","FEUILLE","1"
"24471","6","L13","_-266","Réalisation cinématographique et audiovisuelle","445","3","FEUILLE","1"
"24477","6","L14","_-267","Sportif professionnel","446","3","FEUILLE","1"
"24478","6","G11","_-268","Accueil touristique","180","3","FEUILLE","1"
"24479","6","G11","_-269","Promotion du tourisme local","181","3","FEUILLE","1"
"24480","6","G12","_-270","Éducation en activités sportives","185","3","FEUILLE","1"
"24481","6","G12","_-271","Accompagnement de voyages, d''activités culturelles ou sportives","182","3","FEUILLE","1"
"24482","6","G12","_-272","Animation d''activités culturelles ou ludiques","183","3","FEUILLE","1"
"24483","6","G12","_-273","Animation de loisirs auprès d''enfants ou d''adolescents","184","3","FEUILLE","1"
"24484","6","G12","_-274","Personnel d''attractions ou de structures de loisirs","186","3","FEUILLE","1"
"24485","6","G12","_-275","Personnel technique des jeux","187","3","FEUILLE","1"
"24486","6","G13","_-276","Conception de produits touristiques","188","3","FEUILLE","1"
"24487","6","G13","_-277","Optimisation de produits touristiques","189","3","FEUILLE","1"
"24488","6","G13","_-278","Vente de voyages","190","3","FEUILLE","1"
"24490","6","G14","_-279","Assistance de direction d''hôtel-restaurant","191","3","FEUILLE","1"
"24491","6","G14","_-280","Management d''hôtel-restaurant","192","3","FEUILLE","1"
"24492","6","G14","_-281","Gestion de structure de loisirs ou d''hébergement touristique","193","3","FEUILLE","1"
"24493","6","G14","_-282","Management d''établissement de restauration collective","194","3","FEUILLE","1"
"24494","6","G15","_-283","Personnel d''étage","195","3","FEUILLE","1"
"24495","6","G15","_-284","Personnel polyvalent d''hôtellerie","196","3","FEUILLE","1"
"24496","6","G15","_-285","Management du personnel d''étage","197","3","FEUILLE","1"
"24497","6","L15","_-286","Éclairage spectacle","450","3","FEUILLE","1"
"24498","6","L15","_-287","Coiffure et maquillage spectacle","447","3","FEUILLE","1"
"24499","6","L15","_-288","Costume et habillage spectacle","448","3","FEUILLE","1"
"24500","6","L15","_-289","Décor et accessoires spectacle","449","3","FEUILLE","1"
"24501","6","L15","_-290","Image cinématographique et télévisuelle","451","3","FEUILLE","1"
"24502","6","L15","_-291","Machinerie spectacle","452","3","FEUILLE","1"
"24503","6","L15","_-292","Montage audiovisuel et post-production","453","3","FEUILLE","1"
"24504","6","L15","_-293","Prise de son et sonorisation","454","3","FEUILLE","1"
"24505","6","L15","_-294","Régie générale","455","3","FEUILLE","1"
"24506","6","G16","_-295","Management du personnel de cuisine","198","3","FEUILLE","1"
"24507","6","G16","_-296","Personnel de cuisine","199","3","FEUILLE","1"
"24508","6","G16","_-297","Personnel polyvalent en restauration","200","3","FEUILLE","1"
"24509","6","G16","_-298","Fabrication de crêpes ou pizzas","201","3","FEUILLE","1"
"24510","6","G16","_-299","Plonge en restauration","202","3","FEUILLE","1"
"24512","6","G17","_-300","Conciergerie en hôtellerie","203","3","FEUILLE","1"
"24513","6","G17","_-301","Personnel du hall","204","3","FEUILLE","1"
"24514","6","G17","_-302","Réception en hôtellerie","205","3","FEUILLE","1"
"24515","6","G18","_-303","Café, bar brasserie","206","3","FEUILLE","1"
"24516","6","G18","_-304","Management du service en restauration","207","3","FEUILLE","1"
"24517","6","G18","_-305","Service en restauration","208","3","FEUILLE","1"
"24518","6","G18","_-306","Sommellerie","209","3","FEUILLE","1"
"24520","6","K11","_-307","Accompagnement et médiation familiale","364","3","FEUILLE","1"
"24521","6","K11","_-308","Aide aux bénéficiaires d''une mesure de protection juridique","365","3","FEUILLE","1"
"24522","6","K11","_-309","Développement personnel et bien-être de la personne","366","3","FEUILLE","1"
"24523","6","K11","_-310","Psychologie","367","3","FEUILLE","1"
"24525","6","K12","_-311","Éducation de jeunes enfants","369","3","FEUILLE","1"
"24526","6","K12","_-312","Action sociale","368","3","FEUILLE","1"
"24527","6","K12","_-313","Encadrement technique en insertion professionnelle","370","3","FEUILLE","1"
"24528","6","K12","_-314","Médiation sociale et facilitation de la vie en société","371","3","FEUILLE","1"
"24529","6","K12","_-315","Information sociale","372","3","FEUILLE","1"
"24530","6","K12","_-316","Intervention socioéducative","374","3","FEUILLE","1"
"24531","6","K12","_-317","Intervention socioculturelle","373","3","FEUILLE","1"
"24533","6","K13","_-318","Accompagnement médicosocial","375","3","FEUILLE","1"
"24534","6","K13","_-319","Assistance auprès d''adultes","376","3","FEUILLE","1"
"24535","6","K13","_-320","Assistance auprès d''enfants","377","3","FEUILLE","1"
"24536","6","K13","_-321","Services domestiques","378","3","FEUILLE","1"
"24538","6","K14","_-322","Conception et pilotage de la politique des pouvoirs publics","379","3","FEUILLE","1"
"24539","6","K14","_-323","Conseil en Santé Publique","380","3","FEUILLE","1"
"24540","6","K14","_-324","Management de structure de santé, sociale ou pénitentiaire","381","3","FEUILLE","1"
"24541","6","K14","_-325","Mise en oeuvre et pilotage de la politique des pouvoirs publics","382","3","FEUILLE","1"
"24542","6","K14","_-326","Représentation de l''Etat sur le territoire national ou international","383","3","FEUILLE","1"
"24544","6","K15","_-327","Application des règles financières publiques","384","3","FEUILLE","1"
"24545","6","K15","_-328","Contrôle et inspection des Affaires Sociales","385","3","FEUILLE","1"
"24546","6","K15","_-329","Contrôle et inspection des impôts","386","3","FEUILLE","1"
"24547","6","K15","_-330","Contrôle et inspection du Trésor Public","387","3","FEUILLE","1"
"24548","6","K15","_-331","Protection des consommateurs et contrôle des échanges commerciaux","388","3","FEUILLE","1"
"24550","6","K16","_-332","Gestion de l''information et de la documentation","389","3","FEUILLE","1"
"24551","6","K16","_-333","Gestion de patrimoine culturel","390","3","FEUILLE","1"
"24553","6","K17","_-334","Personnel de la Défense","391","3","FEUILLE","1"
"24554","6","K17","_-335","Direction de la sécurité civile et des secours","392","3","FEUILLE","1"
"24555","6","K17","_-336","Direction opérationnelle de la défense","393","3","FEUILLE","1"
"24556","6","K17","_-337","Management de la sécurité publique","394","3","FEUILLE","1"
"24557","6","K17","_-338","Sécurité civile et secours","395","3","FEUILLE","1"
"24558","6","K17","_-339","Sécurité publique","396","3","FEUILLE","1"
"24559","6","K17","_-340","Surveillance municipale","397","3","FEUILLE","1"
"24561","6","K18","_-341","Conseil en emploi et insertion socioprofessionnelle","398","3","FEUILLE","1"
"24562","6","K18","_-342","Développement local","399","3","FEUILLE","1"
"24564","6","K19","_-343","Aide et médiation judiciaire","400","3","FEUILLE","1"
"24565","6","K19","_-344","Collaboration juridique","401","3","FEUILLE","1"
"24566","6","K19","_-345","Défense et conseil juridique","402","3","FEUILLE","1"
"24567","6","K19","_-346","Magistrature","403","3","FEUILLE","1"
"24569","6","K21","_-347","Éducation et surveillance au sein d''établissements d''enseignement","407","3","FEUILLE","1"
"24570","6","K21","_-348","Conseil en formation","404","3","FEUILLE","1"
"24571","6","K21","_-349","Coordination pédagogique","405","3","FEUILLE","1"
"24572","6","K21","_-350","Direction d''établissement et d''enseignement","406","3","FEUILLE","1"
"24573","6","K21","_-351","Enseignement artistique","408","3","FEUILLE","1"
"24574","6","K21","_-352","Enseignement des écoles","409","3","FEUILLE","1"
"24575","6","K21","_-353","Enseignement général du second degré","410","3","FEUILLE","1"
"24576","6","K21","_-354","Enseignement supérieur","411","3","FEUILLE","1"
"24577","6","K21","_-355","Enseignement technique et professionnel","412","3","FEUILLE","1"
"24578","6","K21","_-356","Formation en conduite de véhicules","413","3","FEUILLE","1"
"24579","6","K21","_-357","Formation professionnelle","414","3","FEUILLE","1"
"24580","6","K21","_-358","Orientation scolaire et professionnelle","415","3","FEUILLE","1"
"24582","6","K22","_-359","Blanchisserie industrielle","416","3","FEUILLE","1"
"24583","6","K22","_-360","Lavage de vitres","417","3","FEUILLE","1"
"24584","6","K22","_-361","Management et inspection en propreté de locaux","418","3","FEUILLE","1"
"24585","6","K22","_-362","Nettoyage de locaux","419","3","FEUILLE","1"
"24587","6","K23","_-363","Distribution et assainissement d''eau","420","3","FEUILLE","1"
"24588","6","K23","_-364","Management et inspection en environnement urbain","421","3","FEUILLE","1"
"24589","6","K23","_-365","Nettoyage des espaces urbains","422","3","FEUILLE","1"
"24590","6","K23","_-366","Revalorisation de produits industriels","423","3","FEUILLE","1"
"24591","6","K23","_-367","Salubrité et traitement de nuisibles","424","3","FEUILLE","1"
"24592","6","K23","_-368","Supervision d''exploitation éco-industrielle","425","3","FEUILLE","1"
"24594","6","K24","_-369","Recherche en sciences de l''homme et de la société","426","3","FEUILLE","1"
"24595","6","K24","_-370","Recherche en sciences de l''univers, de la matière et du vivant","427","3","FEUILLE","1"
"24597","6","K25","_-371","Gardiennage de locaux","428","3","FEUILLE","1"
"24598","6","K25","_-372","Management de sécurité privée","429","3","FEUILLE","1"
"24599","6","K25","_-373","Sécurité et surveillance privées","430","3","FEUILLE","1"
"24601","6","K26","_-374","Conduite d''opérations funéraires","431","3","FEUILLE","1"
"24602","6","K26","_-375","Conseil en services funéraires","432","3","FEUILLE","1"
"24603","6","K26","_-376","Thanatopraxie","433","3","FEUILLE","1"
"24613","6","I11","_-378","Direction et ingénierie en entretien infrastructure et bâti","304","3","FEUILLE","1"
"24614","6","I11","_-379","Management et ingénierie de maintenance industrielle","305","3","FEUILLE","1"
"24615","6","I11","_-380","Supervision d''entretien et gestion de véhicules","306","3","FEUILLE","1"
"24616","6","I12","_-381","Entretien d''affichage et mobilier urbain","307","3","FEUILLE","1"
"24617","6","I12","_-382","Entretien et surveillance du tracé routier","308","3","FEUILLE","1"
"24618","6","I12","_-383","Maintenance des bâtiments et des locaux","309","3","FEUILLE","1"
"24619","6","I13","_-384","Installation et maintenance électronique","314","3","FEUILLE","1"
"24620","6","I13","_-385","Installation et maintenance d''équipements industriels et d''exploitation","313","3","FEUILLE","1"
"24621","6","I13","_-386","Installation et maintenance d''ascenseurs","310","3","FEUILLE","1"
"24622","6","I13","_-387","Installation et maintenance d''automatismes","311","3","FEUILLE","1"
"24623","6","I13","_-388","Installation et maintenance de distributeurs automatiques","312","3","FEUILLE","1"
"24624","6","I13","_-389","Installation et maintenance en froid, conditionnement d''air","315","3","FEUILLE","1"
"24625","6","I13","_-390","Installation et maintenance télécoms et courants faibles","316","3","FEUILLE","1"
"24626","6","I13","_-391","Maintenance électrique","318","3","FEUILLE","1"
"24627","6","I13","_-392","Maintenance d''installation de chauffage","317","3","FEUILLE","1"
"24628","6","I13","_-393","Maintenance mécanique industrielle","319","3","FEUILLE","1"
"24629","6","I14","_-394","Maintenance informatique et bureautique","320","3","FEUILLE","1"
"24630","6","I14","_-395","Réparation de biens électrodomestiques","321","3","FEUILLE","1"
"24631","6","I15","_-396","Intervention en grande hauteur","322","3","FEUILLE","1"
"24632","6","I15","_-397","Intervention en milieu subaquatique","323","3","FEUILLE","1"
"24633","6","I15","_-398","Intervention en milieux et produits nocifs","324","3","FEUILLE","1"
"24634","6","I16","_-399","Installation et maintenance en nautisme","325","3","FEUILLE","1"
"24635","6","I16","_-400","Mécanique automobile et entretien de véhicules","328","3","FEUILLE","1"
"24636","6","I16","_-401","Mécanique de marine","329","3","FEUILLE","1"
"24637","6","I16","_-402","Maintenance d''aéronefs","326","3","FEUILLE","1"
"24638","6","I16","_-403","Maintenance d''engins de chantier, levage, manutention et de machines agricoles","327","3","FEUILLE","1"
"24639","6","I16","_-404","Réparation de carrosserie","330","3","FEUILLE","1"
"24640","6","I16","_-405","Réparation de cycles, motocycles et motoculteurs de loisirs","331","3","FEUILLE","1"
"24643","6","J11","_-406","Médecine de prévention","332","3","FEUILLE","1"
"24644","6","J11","_-407","Médecine généraliste et spécialisée","333","3","FEUILLE","1"
"24645","6","J11","_-408","Médecine dentaire","334","3","FEUILLE","1"
"24646","6","J11","_-409","Suivi de la grossesse et de l''accouchement","335","3","FEUILLE","1"
"24651","6","J12","_-410","Biologie médicale","336","3","FEUILLE","1"
"24652","6","J12","_-411","Pharmacie","337","3","FEUILLE","1"
"24658","6","J13","_-412","Personnel polyvalent des services hospitaliers","338","3","FEUILLE","1"
"24659","6","J13","_-413","Analyses médicales","339","3","FEUILLE","1"
"24660","6","J13","_-414","Assistance médico-technique","340","3","FEUILLE","1"
"24661","6","J13","_-415","Aide en puériculture","341","3","FEUILLE","1"
"24662","6","J13","_-416","Conduite de véhicules sanitaires","342","3","FEUILLE","1"
"24663","6","J13","_-417","Imagerie médicale","343","3","FEUILLE","1"
"24664","6","J13","_-418","Préparation en pharmacie","344","3","FEUILLE","1"
"24665","6","H11","_-419","Assistance et support technique client","210","3","FEUILLE","1"
"24666","6","H11","_-420","Management et ingénierie d''affaires","211","3","FEUILLE","1"
"24667","6","H12","_-421","Études - modèles en industrie des matériaux souples","216","3","FEUILLE","1"
"24668","6","H12","_-422","Expertise technique couleur en industrie","212","3","FEUILLE","1"
"24669","6","H12","_-423","Conception et dessin de produits électriques et électroniques","213","3","FEUILLE","1"
"24670","6","H12","_-424","Conception et dessin produits mécaniques","214","3","FEUILLE","1"
"24671","6","H12","_-425","Design industriel","215","3","FEUILLE","1"
"24672","6","H12","_-426","Management et ingénierie études, recherche et développement industriel","217","3","FEUILLE","1"
"24673","6","H12","_-427","Rédaction technique","218","3","FEUILLE","1"
"24674","6","H12","_-428","Intervention technique en études et conception en automatisme","219","3","FEUILLE","1"
"24675","6","H12","_-429","Intervention technique en études et développement électronique","220","3","FEUILLE","1"
"24676","6","H12","_-430","Intervention technique en études, recherche et développement","221","3","FEUILLE","1"
"24677","6","H13","_-431","Inspection de conformité","222","3","FEUILLE","1"
"24678","6","H13","_-432","Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels","223","3","FEUILLE","1"
"24679","6","H13","_-433","Intervention technique en Hygiène Sécurité Environnement -HSE- industriel","224","3","FEUILLE","1"
"24680","6","H14","_-434","Management et ingénierie gestion industrielle et logistique","225","3","FEUILLE","1"
"24681","6","H14","_-435","Management et ingénierie méthodes et industrialisation","226","3","FEUILLE","1"
"24682","6","H14","_-436","Intervention technique en gestion industrielle et logistique","227","3","FEUILLE","1"
"24683","6","H14","_-437","Intervention technique en méthodes et industrialisation","228","3","FEUILLE","1"
"24684","6","H15","_-438","Direction de laboratoire d''analyse industrielle","229","3","FEUILLE","1"
"24685","6","H15","_-439","Management et ingénierie qualité industrielle","230","3","FEUILLE","1"
"24686","6","H15","_-440","Intervention technique en laboratoire d''analyse industrielle","231","3","FEUILLE","1"
"24687","6","H15","_-441","Intervention technique en contrôle essai qualité en électricité et électronique","232","3","FEUILLE","1"
"24689","6","H15","_-442","Intervention technique en formulation et analyse sensorielle","233","3","FEUILLE","1"
"24690","6","H15","_-443","Intervention technique qualité en mécanique et travail des métaux","234","3","FEUILLE","1"
"24694","6","H21","_-444","Abattage et découpe des viandes","235","3","FEUILLE","1"
"24695","6","H21","_-445","Conduite d''équipement de production alimentaire","236","3","FEUILLE","1"
"24697","6","H22","_-446","Assemblage d''ouvrages en bois","237","3","FEUILLE","1"
"24698","6","H22","_-447","Conduite d''équipement de fabrication de l''ameublement et du bois","238","3","FEUILLE","1"
"24699","6","H22","_-448","Conduite d''installation de production de panneaux bois","239","3","FEUILLE","1"
"24700","6","H22","_-449","Encadrement des industries de l''ameublement et du bois","240","3","FEUILLE","1"
"24701","6","H22","_-450","Première transformation de bois d''oeuvre","241","3","FEUILLE","1"
"24702","6","H22","_-451","Réalisation d''ouvrages décoratifs en bois","244","3","FEUILLE","1"
"24703","6","H22","_-452","Réalisation de menuiserie bois et tonnellerie","242","3","FEUILLE","1"
"24704","6","H22","_-453","Réalisation de meubles en bois","243","3","FEUILLE","1"
"24705","6","H22","_-454","Intervention technique en ameublement et bois","245","3","FEUILLE","1"
"24706","6","J14","_-455","Audioprothèses","345","3","FEUILLE","1"
"24707","6","J14","_-456","Diététique","346","3","FEUILLE","1"
"24708","6","J14","_-457","Ergothérapie","347","3","FEUILLE","1"
"24709","6","J14","_-458","Kinésithérapie","348","3","FEUILLE","1"
"24710","6","J14","_-459","Optique - lunetterie","349","3","FEUILLE","1"
"24711","6","J14","_-460","Orthophonie","350","3","FEUILLE","1"
"24712","6","J14","_-461","Orthoptique","351","3","FEUILLE","1"
"24713","6","J14","_-462","Ostéopathie et chiropraxie","352","3","FEUILLE","1"
"24714","6","J14","_-463","Pédicurie et podologie","353","3","FEUILLE","1"
"24715","6","J14","_-464","Prothèses dentaires","354","3","FEUILLE","1"
"24716","6","J14","_-465","Prothèses et orthèses","355","3","FEUILLE","1"
"24717","6","J14","_-466","Rééducation en psychomotricité","356","3","FEUILLE","1"
"24719","6","J15","_-467","Soins d''hygiène, de confort du patient","357","3","FEUILLE","1"
"24720","6","J15","_-468","Coordination de services médicaux ou paramédicaux","358","3","FEUILLE","1"
"24722","6","H23","_-470","Conduite d''équipement de production chimique ou pharmaceutique","246","3","FEUILLE","1"
"24724","6","H24","_-471","Assemblage - montage d''articles en cuirs, peaux","247","3","FEUILLE","1"
"24725","6","H24","_-472","Assemblage - montage de vêtements et produits textiles","248","3","FEUILLE","1"
"24726","6","H24","_-473","Conduite de machine d''impression textile","254","3","FEUILLE","1"
"24727","6","H24","_-474","Conduite de machine de fabrication de produits textiles","249","3","FEUILLE","1"
"24728","6","H24","_-475","Conduite de machine de production et transformation des fils","250","3","FEUILLE","1"
"24729","6","H24","_-476","Conduite de machine de textiles nontissés","251","3","FEUILLE","1"
"24730","6","H24","_-477","Conduite de machine de traitement textile","252","3","FEUILLE","1"
"24731","6","H24","_-478","Conduite de machine de transformation et de finition des cuirs et peaux","253","3","FEUILLE","1"
"24732","6","H24","_-479","Coupe cuir, textile et matériaux souples","255","3","FEUILLE","1"
"24733","6","H24","_-480","Mise en forme, repassage et finitions en industrie textile","256","3","FEUILLE","1"
"24734","6","H24","_-481","Montage de prototype cuir et matériaux souples","257","3","FEUILLE","1"
"24735","6","H24","_-482","Patronnage - gradation","258","3","FEUILLE","1"
"24736","6","H24","_-483","Préparation de fils, montage de métiers textiles","259","3","FEUILLE","1"
"24737","6","H24","_-484","Préparation et finition d''articles en cuir et matériaux souples","260","3","FEUILLE","1"
"24738","6","H24","_-485","Contrôle en industrie du cuir et du textile","261","3","FEUILLE","1"
"24740","6","H25","_-486","Encadrement de production de matériel électrique et électronique","262","3","FEUILLE","1"
"24741","6","H25","_-487","Management et ingénierie de production","263","3","FEUILLE","1"
"24742","6","H25","_-488","Pilotage d''unité élémentaire de production mécanique ou de travail des métaux","264","3","FEUILLE","1"
"24743","6","H25","_-489","Encadrement d''équipe en industrie de transformation","265","3","FEUILLE","1"
"24744","6","H25","_-490","Encadrement d''équipe ou d''atelier en matériaux souples","266","3","FEUILLE","1"
"24746","6","H26","_-491","Bobinage électrique","267","3","FEUILLE","1"
"24747","6","H26","_-492","Câblage électrique et électromécanique","268","3","FEUILLE","1"
"24748","6","H26","_-493","Conduite d''installation automatisée de production électrique, électronique et microélectronique","269","3","FEUILLE","1"
"24749","6","H26","_-494","Montage de produits électriques et électroniques","270","3","FEUILLE","1"
"24750","6","H26","_-495","Montage et câblage électronique","271","3","FEUILLE","1"
"24752","6","H27","_-496","Pilotage d''installation énergétique et pétrochimique","272","3","FEUILLE","1"
"24754","6","H28","_-497","Conduite d''installation de production de matériaux de construction","274","3","FEUILLE","1"
"24755","6","H28","_-498","Conduite d''équipement de transformation du verre","273","3","FEUILLE","1"
"24756","6","H28","_-499","Façonnage et émaillage en industrie céramique","275","3","FEUILLE","1"
"24757","6","H28","_-500","Pilotage d''installation de production verrière","277","3","FEUILLE","1"
"24758","6","H28","_-501","Pilotage de centrale à béton prêt à l''emploi, ciment, enrobés et granulats","276","3","FEUILLE","1"
"24760","6","H29","_-502","Ajustement et montage de fabrication","278","3","FEUILLE","1"
"24761","6","H29","_-503","Chaudronnerie - tôlerie","279","3","FEUILLE","1"
"24762","6","H29","_-504","Conduite d''équipement d''usinage","280","3","FEUILLE","1"
"24763","6","H29","_-505","Conduite d''équipement de déformation des métaux","281","3","FEUILLE","1"
"24764","6","H29","_-506","Conduite d''équipement de formage et découpage des matériaux","282","3","FEUILLE","1"
"24765","6","H29","_-507","Conduite d''installation automatisée ou robotisée de fabrication mécanique","283","3","FEUILLE","1"
"24766","6","H29","_-508","Conduite d''installation de production des métaux","284","3","FEUILLE","1"
"24767","6","H29","_-509","Modelage de matériaux non métalliques","285","3","FEUILLE","1"
"24768","6","H29","_-510","Montage-assemblage mécanique","286","3","FEUILLE","1"
"24769","6","H29","_-511","Moulage sable","287","3","FEUILLE","1"
"24770","6","H29","_-512","Réalisation de structures métalliques","288","3","FEUILLE","1"
"24771","6","H29","_-513","Réglage d''équipement de production industrielle","289","3","FEUILLE","1"
"24772","6","H29","_-514","Soudage manuel","290","3","FEUILLE","1"
"24773","6","H29","_-515","Réalisation et montage en tuyauterie","291","3","FEUILLE","1"
"24775","6","H31","_-516","Conduite d''équipement de fabrication de papier ou de carton","292","3","FEUILLE","1"
"24776","6","H31","_-517","Conduite d''installation de pâte à papier","293","3","FEUILLE","1"
"24778","6","H32","_-518","Conduite d''équipement de formage des plastiques et caoutchoucs","294","3","FEUILLE","1"
"24779","6","H32","_-519","Réglage d''équipement de formage des plastiques et caoutchoucs","295","3","FEUILLE","1"
"24780","6","H32","_-520","Fabrication de pièces en matériaux composites","296","3","FEUILLE","1"
"24782","6","H33","_-521","Conduite d''équipement de conditionnement","297","3","FEUILLE","1"
"24783","6","H33","_-522","Opérations manuelles d''assemblage, tri ou emballage","298","3","FEUILLE","1"
"24784","6","H33","_-523","Préparation de matières et produits industriels (broyage, mélange, ...)","299","3","FEUILLE","1"
"24786","6","H34","_-524","Conduite de traitement d''abrasion de surface","300","3","FEUILLE","1"
"24787","6","H34","_-525","Conduite de traitement par dépôt de surface","301","3","FEUILLE","1"
"24788","6","H34","_-526","Conduite de traitement thermique","302","3","FEUILLE","1"
"24789","6","H34","_-527","Peinture industrielle","303","3","FEUILLE","1"
"24792","6","J15","_-530","Soins infirmiers spécialisés en anesthésie","359","3","FEUILLE","1"
